record_id,minute_index,label,representation,preprocessing_version
a01,92,A,stft,v2
a01,92,A,cwt,v2
a01,93,A,waveform,v2
a01,93,A,stft,v2
a01,93,A,cwt,v2
a01,94,A,waveform,v2
a01,94,A,stft,v2
a01,94,A,cwt,v2
a01,95,A,waveform,v2
a01,95,A,stft,v2
a01,95,A,cwt,v2
a01,96,A,waveform,v2
a01,96,A,stft,v2
a01,96,A,cwt,v2
a01,97,A,waveform,v2
a01,97,A,stft,v2
a01,97,A,cwt,v2
a01,98,A,waveform,v2
a01,98,A,stft,v2
a01,98,A,cwt,v2
a01,99,A,waveform,v2
a01,99,A,stft,v2
a01,99,A,cwt,v2
a01,100,A,waveform,v2
a01,100,A,stft,v2
a01,100,A,cwt,v2
a01,101,A,waveform,v2
a01,101,A,stft,v2
a01,101,A,cwt,v2
a01,102,A,waveform,v2
a01,102,A,stft,v2
a01,102,A,cwt,v2
a01,103,A,waveform,v2
a01,103,A,stft,v2
a01,103,A,cwt,v2
a01,104,A,waveform,v2
a01,104,A,stft,v2
a01,104,A,cwt,v2
a01,105,A,waveform,v2
a01,105,A,stft,v2
a01,105,A,cwt,v2
a01,106,A,waveform,v2
a01,106,A,stft,v2
a01,106,A,cwt,v2
a01,107,A,waveform,v2
a01,107,A,stft,v2
a01,107,A,cwt,v2
a01,108,A,waveform,v2
a01,108,A,stft,v2
a01,108,A,cwt,v2
a01,109,A,waveform,v2
a01,109,A,stft,v2
a01,109,A,cwt,v2
a01,110,A,waveform,v2
a01,110,A,stft,v2
a01,110,A,cwt,v2
a01,111,A,waveform,v2
a01,111,A,stft,v2
a01,111,A,cwt,v2
a01,112,A,waveform,v2
a01,112,A,stft,v2
a01,112,A,cwt,v2
a01,113,A,waveform,v2
a01,113,A,stft,v2
a01,113,A,cwt,v2
a01,114,A,waveform,v2
a01,114,A,stft,v2
a01,114,A,cwt,v2
a01,115,A,waveform,v2
a01,115,A,stft,v2
a01,115,A,cwt,v2
a01,116,A,waveform,v2
a01,116,A,stft,v2
a01,116,A,cwt,v2
a01,117,A,waveform,v2
a01,117,A,stft,v2
a01,117,A,cwt,v2
a01,118,A,waveform,v2
a01,118,A,stft,v2
a01,118,A,cwt,v2
a01,119,A,waveform,v2
a01,119,A,stft,v2
a01,119,A,cwt,v2
a01,120,A,waveform,v2
a01,120,A,stft,v2
a01,120,A,cwt,v2
a01,121,A,waveform,v2
a01,121,A,stft,v2
a01,121,A,cwt,v2
a01,122,A,waveform,v2
a01,122,A,stft,v2
a01,122,A,cwt,v2
a01,123,A,waveform,v2
a01,123,A,stft,v2
a01,123,A,cwt,v2
a01,124,A,waveform,v2
a01,124,A,stft,v2
a01,124,A,cwt,v2
a01,125,A,waveform,v2
a01,125,A,stft,v2
a01,125,A,cwt,v2
a01,126,A,waveform,v2
a01,126,A,stft,v2
a01,126,A,cwt,v2
a01,127,A,waveform,v2
a01,127,A,stft,v2
a01,127,A,cwt,v2
a01,128,A,waveform,v2
a01,128,A,stft,v2
a01,128,A,cwt,v2
a01,129,A,waveform,v2
a01,129,A,stft,v2
a01,129,A,cwt,v2
a01,130,A,waveform,v2
a01,130,A,stft,v2
a01,130,A,cwt,v2
a01,131,A,waveform,v2
a01,131,A,stft,v2
a01,131,A,cwt,v2
a01,132,A,waveform,v2
a01,132,A,stft,v2
a01,132,A,cwt,v2
a01,133,A,waveform,v2
a01,133,A,stft,v2
a01,133,A,cwt,v2
a01,134,A,waveform,v2
a01,134,A,stft,v2
a01,134,A,cwt,v2
a01,135,A,waveform,v2
a01,135,A,stft,v2
a01,135,A,cwt,v2
a01,136,A,waveform,v2
a01,136,A,stft,v2
a01,136,A,cwt,v2
a01,137,A,waveform,v2
a01,137,A,stft,v2
a01,137,A,cwt,v2
a01,138,A,waveform,v2
a01,138,A,stft,v2
a01,138,A,cwt,v2
a01,139,A,waveform,v2
a01,139,A,stft,v2
a01,139,A,cwt,v2
a01,140,A,waveform,v2
a01,140,A,stft,v2
a01,140,A,cwt,v2
a01,141,A,waveform,v2
a01,141,A,stft,v2
a01,141,A,cwt,v2
a01,142,A,waveform,v2
a01,142,A,stft,v2
a01,142,A,cwt,v2
a01,143,A,waveform,v2
a01,143,A,stft,v2
a01,143,A,cwt,v2
a01,144,A,waveform,v2
a01,144,A,stft,v2
a01,144,A,cwt,v2
a01,145,A,waveform,v2
a01,145,A,stft,v2
a01,145,A,cwt,v2
a01,146,A,waveform,v2
a01,146,A,stft,v2
a01,146,A,cwt,v2
a01,147,A,waveform,v2
a01,147,A,stft,v2
a01,147,A,cwt,v2
a01,148,A,waveform,v2
a01,148,A,stft,v2
a01,148,A,cwt,v2
a01,149,A,waveform,v2
a01,149,A,stft,v2
a01,149,A,cwt,v2
a01,150,A,waveform,v2
a01,150,A,stft,v2
a01,150,A,cwt,v2
a01,151,A,waveform,v2
a01,151,A,stft,v2
a01,151,A,cwt,v2
a01,152,A,waveform,v2
a01,152,A,stft,v2
a01,152,A,cwt,v2
a01,153,A,waveform,v2
a01,153,A,stft,v2
a01,153,A,cwt,v2
a01,154,A,waveform,v2
a01,154,A,stft,v2
a01,154,A,cwt,v2
a01,155,A,waveform,v2
a01,155,A,stft,v2
a01,155,A,cwt,v2
a01,156,A,waveform,v2
a01,156,A,stft,v2
a01,156,A,cwt,v2
a01,157,A,waveform,v2
a01,157,A,stft,v2
a01,157,A,cwt,v2
a01,158,A,waveform,v2
a01,158,A,stft,v2
a01,158,A,cwt,v2
a01,159,A,waveform,v2
a01,159,A,stft,v2
a01,159,A,cwt,v2
a01,160,A,waveform,v2
a01,160,A,stft,v2
a01,160,A,cwt,v2
a01,161,A,waveform,v2
a01,161,A,stft,v2
a01,161,A,cwt,v2
a01,162,A,waveform,v2
a01,162,A,stft,v2
a01,162,A,cwt,v2
a01,163,A,waveform,v2
a01,163,A,stft,v2
a01,163,A,cwt,v2
a01,164,A,waveform,v2
a01,164,A,stft,v2
a01,164,A,cwt,v2
a01,165,A,waveform,v2
a01,165,A,stft,v2
a01,165,A,cwt,v2
a01,166,A,waveform,v2
a01,166,A,stft,v2
a01,166,A,cwt,v2
a01,167,A,waveform,v2
a01,167,A,stft,v2
a01,167,A,cwt,v2
a01,168,A,waveform,v2
a01,168,A,stft,v2
a01,168,A,cwt,v2
a01,169,A,waveform,v2
a01,169,A,stft,v2
a01,169,A,cwt,v2
a01,170,A,waveform,v2
a01,170,A,stft,v2
a01,170,A,cwt,v2
a01,171,A,waveform,v2
a01,171,A,stft,v2
a01,171,A,cwt,v2
a01,172,A,waveform,v2
a01,172,A,stft,v2
a01,172,A,cwt,v2
a01,173,A,waveform,v2
a01,173,A,stft,v2
a01,173,A,cwt,v2
a01,174,A,waveform,v2
a01,174,A,stft,v2
a01,174,A,cwt,v2
a01,175,A,waveform,v2
a01,175,A,stft,v2
a01,175,A,cwt,v2
a01,176,A,waveform,v2
a01,176,A,stft,v2
a01,176,A,cwt,v2
a01,177,A,waveform,v2
a01,177,A,stft,v2
a01,177,A,cwt,v2
a01,178,A,waveform,v2
a01,178,A,stft,v2
a01,178,A,cwt,v2
a01,179,A,waveform,v2
a01,179,A,stft,v2
a01,179,A,cwt,v2
a01,180,A,waveform,v2
a01,180,A,stft,v2
a01,180,A,cwt,v2
a01,181,A,waveform,v2
a01,181,A,stft,v2
a01,181,A,cwt,v2
a01,182,A,waveform,v2
a01,182,A,stft,v2
a01,182,A,cwt,v2
a01,183,A,waveform,v2
a01,183,A,stft,v2
a01,183,A,cwt,v2
a01,184,A,waveform,v2
a01,184,A,stft,v2
a01,184,A,cwt,v2
a01,185,A,waveform,v2
a01,185,A,stft,v2
a01,185,A,cwt,v2
a01,186,A,waveform,v2
a01,186,A,stft,v2
a01,186,A,cwt,v2
a01,187,A,waveform,v2
a01,187,A,stft,v2
a01,187,A,cwt,v2
a01,188,A,waveform,v2
a01,188,A,stft,v2
a01,188,A,cwt,v2
a01,189,A,waveform,v2
a01,189,A,stft,v2
a01,189,A,cwt,v2
a01,190,A,waveform,v2
a01,190,A,stft,v2
a01,190,A,cwt,v2
a01,191,A,waveform,v2
a01,191,A,stft,v2
a01,191,A,cwt,v2
a01,192,A,waveform,v2
a01,192,A,stft,v2
a01,192,A,cwt,v2
a01,193,A,waveform,v2
a01,193,A,stft,v2
a01,193,A,cwt,v2
a01,194,A,waveform,v2
a01,194,A,stft,v2
a01,194,A,cwt,v2
a01,195,A,waveform,v2
a01,195,A,stft,v2
a01,195,A,cwt,v2
a01,196,A,waveform,v2
a01,196,A,stft,v2
a01,196,A,cwt,v2
a01,197,A,waveform,v2
a01,197,A,stft,v2
a01,197,A,cwt,v2
a01,198,A,waveform,v2
a01,198,A,stft,v2
a01,198,A,cwt,v2
a01,199,A,waveform,v2
a01,199,A,stft,v2
a01,199,A,cwt,v2
a01,200,A,waveform,v2
a01,200,A,stft,v2
a01,200,A,cwt,v2
a01,201,A,waveform,v2
a01,201,A,stft,v2
a01,201,A,cwt,v2
a01,202,A,waveform,v2
a01,202,A,stft,v2
a01,202,A,cwt,v2
a01,203,A,waveform,v2
a01,203,A,stft,v2
a01,203,A,cwt,v2
a01,204,A,waveform,v2
a01,204,A,stft,v2
a01,204,A,cwt,v2
a01,205,A,waveform,v2
a01,205,A,stft,v2
a01,205,A,cwt,v2
a01,206,A,waveform,v2
a01,206,A,stft,v2
a01,206,A,cwt,v2
a01,207,A,waveform,v2
a01,207,A,stft,v2
a01,207,A,cwt,v2
a01,208,A,waveform,v2
a01,208,A,stft,v2
a01,208,A,cwt,v2
a01,209,A,waveform,v2
a01,209,A,stft,v2
a01,209,A,cwt,v2
a01,210,A,waveform,v2
a01,210,A,stft,v2
a01,210,A,cwt,v2
a01,211,A,waveform,v2
a01,211,A,stft,v2
a01,211,A,cwt,v2
a01,212,A,waveform,v2
a01,212,A,stft,v2
a01,212,A,cwt,v2
a01,213,A,waveform,v2
a01,213,A,stft,v2
a01,213,A,cwt,v2
a01,214,A,waveform,v2
a01,214,A,stft,v2
a01,214,A,cwt,v2
a01,215,A,waveform,v2
a01,215,A,stft,v2
a01,215,A,cwt,v2
a01,216,A,waveform,v2
a01,216,A,stft,v2
a01,216,A,cwt,v2
a01,217,A,waveform,v2
a01,217,A,stft,v2
a01,217,A,cwt,v2
a01,218,A,waveform,v2
a01,218,A,stft,v2
a01,218,A,cwt,v2
a01,219,A,waveform,v2
a01,219,A,stft,v2
a01,219,A,cwt,v2
a01,220,A,waveform,v2
a01,220,A,stft,v2
a01,220,A,cwt,v2
a01,221,A,waveform,v2
a01,221,A,stft,v2
a01,221,A,cwt,v2
a01,222,A,waveform,v2
a01,222,A,stft,v2
a01,222,A,cwt,v2
a01,223,A,waveform,v2
a01,223,A,stft,v2
a01,223,A,cwt,v2
a01,224,A,waveform,v2
a01,224,A,stft,v2
a01,224,A,cwt,v2
a01,225,A,waveform,v2
a01,225,A,stft,v2
a01,225,A,cwt,v2
a01,226,A,waveform,v2
a01,226,A,stft,v2
a01,226,A,cwt,v2
a01,227,N,waveform,v2
a01,227,N,stft,v2
a01,227,N,cwt,v2
a01,228,N,waveform,v2
a01,228,N,stft,v2
a01,228,N,cwt,v2
a01,229,N,waveform,v2
a01,229,N,stft,v2
a01,229,N,cwt,v2
a01,230,N,waveform,v2
a01,230,N,stft,v2
a01,230,N,cwt,v2
a01,231,A,waveform,v2
a01,231,A,stft,v2
a01,231,A,cwt,v2
a01,232,A,waveform,v2
a01,232,A,stft,v2
a01,232,A,cwt,v2
a01,233,A,waveform,v2
a01,233,A,stft,v2
a01,233,A,cwt,v2
a01,234,A,waveform,v2
a01,234,A,stft,v2
a01,234,A,cwt,v2
a01,235,A,waveform,v2
a01,235,A,stft,v2
a01,235,A,cwt,v2
a01,236,A,waveform,v2
a01,236,A,stft,v2
a01,236,A,cwt,v2
a01,237,A,waveform,v2
a01,237,A,stft,v2
a01,237,A,cwt,v2
a01,238,A,waveform,v2
a01,238,A,stft,v2
a01,238,A,cwt,v2
a01,239,A,waveform,v2
a01,239,A,stft,v2
a01,239,A,cwt,v2
a01,240,A,waveform,v2
a01,240,A,stft,v2
a01,240,A,cwt,v2
a01,241,A,waveform,v2
a01,241,A,stft,v2
a01,241,A,cwt,v2
a01,242,A,waveform,v2
a01,242,A,stft,v2
a01,242,A,cwt,v2
a01,243,A,waveform,v2
a01,243,A,stft,v2
a01,243,A,cwt,v2
a01,244,A,waveform,v2
a01,244,A,stft,v2
a01,244,A,cwt,v2
a01,245,A,waveform,v2
a01,245,A,stft,v2
a01,245,A,cwt,v2
a01,246,A,waveform,v2
a01,246,A,stft,v2
a01,246,A,cwt,v2
a01,247,A,waveform,v2
a01,247,A,stft,v2
a01,247,A,cwt,v2
a01,248,A,waveform,v2
a01,248,A,stft,v2
a01,248,A,cwt,v2
a01,249,A,waveform,v2
a01,249,A,stft,v2
a01,249,A,cwt,v2
a01,250,A,waveform,v2
a01,250,A,stft,v2
a01,250,A,cwt,v2
a01,251,A,waveform,v2
a01,251,A,stft,v2
a01,251,A,cwt,v2
a01,252,A,waveform,v2
a01,252,A,stft,v2
a01,252,A,cwt,v2
a01,253,A,waveform,v2
a01,253,A,stft,v2
a01,253,A,cwt,v2
a01,254,A,waveform,v2
a01,254,A,stft,v2
a01,254,A,cwt,v2
a01,255,A,waveform,v2
a01,255,A,stft,v2
a01,255,A,cwt,v2
a01,256,A,waveform,v2
a01,256,A,stft,v2
a01,256,A,cwt,v2
a01,257,A,waveform,v2
a01,257,A,stft,v2
a01,257,A,cwt,v2
a01,258,A,waveform,v2
a01,258,A,stft,v2
a01,258,A,cwt,v2
a01,259,A,waveform,v2
a01,259,A,stft,v2
a01,259,A,cwt,v2
a01,260,A,waveform,v2
a01,260,A,stft,v2
a01,260,A,cwt,v2
a01,261,A,waveform,v2
a01,261,A,stft,v2
a01,261,A,cwt,v2
a01,262,A,waveform,v2
a01,262,A,stft,v2
a01,262,A,cwt,v2
a01,263,A,waveform,v2
a01,263,A,stft,v2
a01,263,A,cwt,v2
a01,264,A,waveform,v2
a01,264,A,stft,v2
a01,264,A,cwt,v2
a01,265,A,waveform,v2
a01,265,A,stft,v2
a01,265,A,cwt,v2
a01,266,A,waveform,v2
a01,266,A,stft,v2
a01,266,A,cwt,v2
a01,267,A,waveform,v2
a01,267,A,stft,v2
a01,267,A,cwt,v2
a01,268,A,waveform,v2
a01,268,A,stft,v2
a01,268,A,cwt,v2
a01,269,A,waveform,v2
a01,269,A,stft,v2
a01,269,A,cwt,v2
a01,270,A,waveform,v2
a01,270,A,stft,v2
a01,270,A,cwt,v2
a01,271,A,waveform,v2
a01,271,A,stft,v2
a01,271,A,cwt,v2
a01,272,A,waveform,v2
a01,272,A,stft,v2
a01,272,A,cwt,v2
a01,273,A,waveform,v2
a01,273,A,stft,v2
a01,273,A,cwt,v2
a01,274,A,waveform,v2
a01,274,A,stft,v2
a01,274,A,cwt,v2
a01,275,A,waveform,v2
a01,275,A,stft,v2
a01,275,A,cwt,v2
a01,276,A,waveform,v2
a01,276,A,stft,v2
a01,276,A,cwt,v2
a01,277,A,waveform,v2
a01,277,A,stft,v2
a01,277,A,cwt,v2
a01,278,A,waveform,v2
a01,278,A,stft,v2
a01,278,A,cwt,v2
a01,279,A,waveform,v2
a01,279,A,stft,v2
a01,279,A,cwt,v2
a01,280,A,waveform,v2
a01,280,A,stft,v2
a01,280,A,cwt,v2
a01,281,A,waveform,v2
a01,281,A,stft,v2
a01,281,A,cwt,v2
a01,282,A,waveform,v2
a01,282,A,stft,v2
a01,282,A,cwt,v2
a01,283,A,waveform,v2
a01,283,A,stft,v2
a01,283,A,cwt,v2
a01,284,A,waveform,v2
a01,284,A,stft,v2
a01,284,A,cwt,v2
a01,285,A,waveform,v2
a01,285,A,stft,v2
a01,285,A,cwt,v2
a01,286,A,waveform,v2
a01,286,A,stft,v2
a01,286,A,cwt,v2
a01,287,A,waveform,v2
a01,287,A,stft,v2
a01,287,A,cwt,v2
a01,288,A,waveform,v2
a01,288,A,stft,v2
a01,288,A,cwt,v2
a01,289,A,waveform,v2
a01,289,A,stft,v2
a01,289,A,cwt,v2
a01,290,A,waveform,v2
a01,290,A,stft,v2
a01,290,A,cwt,v2
a01,291,A,waveform,v2
a01,291,A,stft,v2
a01,291,A,cwt,v2
a01,292,A,waveform,v2
a01,292,A,stft,v2
a01,292,A,cwt,v2
a01,293,A,waveform,v2
a01,293,A,stft,v2
a01,293,A,cwt,v2
a01,294,A,waveform,v2
a01,294,A,stft,v2
a01,294,A,cwt,v2
a01,295,A,waveform,v2
a01,295,A,stft,v2
a01,295,A,cwt,v2
a01,296,A,waveform,v2
a01,296,A,stft,v2
a01,296,A,cwt,v2
a01,297,A,waveform,v2
a01,297,A,stft,v2
a01,297,A,cwt,v2
a01,298,A,waveform,v2
a01,298,A,stft,v2
a01,298,A,cwt,v2
a01,299,A,waveform,v2
a01,299,A,stft,v2
a01,299,A,cwt,v2
a01,300,A,waveform,v2
a01,300,A,stft,v2
a01,300,A,cwt,v2
a01,301,A,waveform,v2
a01,301,A,stft,v2
a01,301,A,cwt,v2
a01,302,A,waveform,v2
a01,302,A,stft,v2
a01,302,A,cwt,v2
a01,303,A,waveform,v2
a01,303,A,stft,v2
a01,303,A,cwt,v2
a01,304,A,waveform,v2
a01,304,A,stft,v2
a01,304,A,cwt,v2
a01,305,A,waveform,v2
a01,305,A,stft,v2
a01,305,A,cwt,v2
a01,306,A,waveform,v2
a01,306,A,stft,v2
a01,306,A,cwt,v2
a01,307,A,waveform,v2
a01,307,A,stft,v2
a01,307,A,cwt,v2
a01,308,A,waveform,v2
a01,308,A,stft,v2
a01,308,A,cwt,v2
a01,309,A,waveform,v2
a01,309,A,stft,v2
a01,309,A,cwt,v2
a01,310,A,waveform,v2
a01,310,A,stft,v2
a01,310,A,cwt,v2
a01,311,A,waveform,v2
a01,311,A,stft,v2
a01,311,A,cwt,v2
a01,312,A,waveform,v2
a01,312,A,stft,v2
a01,312,A,cwt,v2
a01,313,A,waveform,v2
a01,313,A,stft,v2
a01,313,A,cwt,v2
a01,314,A,waveform,v2
a01,314,A,stft,v2
a01,314,A,cwt,v2
a01,315,A,waveform,v2
a01,315,A,stft,v2
a01,315,A,cwt,v2
a01,316,A,waveform,v2
a01,316,A,stft,v2
a01,316,A,cwt,v2
a01,317,A,waveform,v2
a01,317,A,stft,v2
a01,317,A,cwt,v2
a01,318,A,waveform,v2
a01,318,A,stft,v2
a01,318,A,cwt,v2
a01,319,A,waveform,v2
a01,319,A,stft,v2
a01,319,A,cwt,v2
a01,320,A,waveform,v2
a01,320,A,stft,v2
a01,320,A,cwt,v2
a01,321,A,waveform,v2
a01,321,A,stft,v2
a01,321,A,cwt,v2
a01,322,A,waveform,v2
a01,322,A,stft,v2
a01,322,A,cwt,v2
a01,323,A,waveform,v2
a01,323,A,stft,v2
a01,323,A,cwt,v2
a01,324,A,waveform,v2
a01,324,A,stft,v2
a01,324,A,cwt,v2
a01,325,A,waveform,v2
a01,325,A,stft,v2
a01,325,A,cwt,v2
a01,326,A,waveform,v2
a01,326,A,stft,v2
a01,326,A,cwt,v2
a01,327,A,waveform,v2
a01,327,A,stft,v2
a01,327,A,cwt,v2
a01,328,A,waveform,v2
a01,328,A,stft,v2
a01,328,A,cwt,v2
a01,329,A,waveform,v2
a01,329,A,stft,v2
a01,329,A,cwt,v2
a01,330,A,waveform,v2
a01,330,A,stft,v2
a01,330,A,cwt,v2
a01,331,A,waveform,v2
a01,331,A,stft,v2
a01,331,A,cwt,v2
a01,332,A,waveform,v2
a01,332,A,stft,v2
a01,332,A,cwt,v2
a01,333,A,waveform,v2
a01,333,A,stft,v2
a01,333,A,cwt,v2
a01,334,A,waveform,v2
a01,334,A,stft,v2
a01,334,A,cwt,v2
a01,335,A,waveform,v2
a01,335,A,stft,v2
a01,335,A,cwt,v2
a01,336,A,waveform,v2
a01,336,A,stft,v2
a01,336,A,cwt,v2
a01,337,A,waveform,v2
a01,337,A,stft,v2
a01,337,A,cwt,v2
a01,338,A,waveform,v2
a01,338,A,stft,v2
a01,338,A,cwt,v2
a01,339,A,waveform,v2
a01,339,A,stft,v2
a01,339,A,cwt,v2
a01,340,A,waveform,v2
a01,340,A,stft,v2
a01,340,A,cwt,v2
a01,341,A,waveform,v2
